"","Trial","Cond","Subject","Hit","RT"
"1289",39,"condB","s13",1,141.83344627309
"1290",40,"condB","s13",1,148.044856884343
"1291",41,"condB","s13",1,-22.6808470632515
"1292",42,"condB","s13",1,132.811431393263
"1293",43,"condB","s13",1,178.405998273211
"1294",44,"condB","s13",1,-170.88930021696
"1295",45,"condB","s13",1,150.146510072297
"1296",46,"condB","s13",1,-211.89394291753
"1297",47,"condB","s13",1,-95.7102596748514
"1298",48,"condB","s13",1,-140.768285940987
"1299",49,"condB","s13",1,-170.780565454482
"1300",50,"condB","s13",1,-279.484402008785
"1301",1,"condA","s14",0,1245.24383199829
"1302",2,"condA","s14",1,1373.95055783554
"1303",3,"condA","s14",1,1065.40657754957
"1304",4,"condA","s14",1,1180.8262706546
"1305",5,"condA","s14",1,995.760409620294
"1306",6,"condA","s14",1,940.961071108537
"1307",7,"condA","s14",1,1055.58322715739
"1308",8,"condA","s14",1,1041.27071345174
"1309",9,"condA","s14",1,901.373830550244
"1310",10,"condA","s14",1,953.065303400168
"1311",11,"condA","s14",0,886.284001631871
"1312",12,"condA","s14",1,1105.12315573015
"1313",13,"condA","s14",1,763.403324196366
"1314",14,"condA","s14",1,893.535282574112
"1315",15,"condA","s14",1,741.904042064666
"1316",16,"condA","s14",1,669.375244206703
"1317",17,"condA","s14",1,781.015162475515
"1318",18,"condA","s14",1,543.176491309007
"1319",19,"condA","s14",1,611.565443517236
"1320",20,"condA","s14",1,568.563975945651
"1321",21,"condA","s14",1,625.643935975458
"1322",22,"condA","s14",1,651.250481380609
"1323",23,"condA","s14",1,484.629681697634
"1324",24,"condA","s14",1,653.833948624924
"1325",25,"condA","s14",1,654.321955860739
"1326",26,"condA","s14",1,332.267540651439
"1327",27,"condA","s14",0,647.014391651673
"1328",28,"condA","s14",1,335.240881992973
"1329",29,"condA","s14",1,408.02603236299
"1330",30,"condA","s14",1,346.652550012645
"1331",31,"condA","s14",1,362.536686086956
"1332",32,"condA","s14",1,194.126964673908
"1333",33,"condA","s14",1,285.243831998292
"1334",34,"condA","s14",1,413.950557835541
"1335",35,"condA","s14",1,105.406577549572
"1336",36,"condA","s14",1,220.826270654595
"1337",37,"condA","s14",1,35.7604096202939
"1338",38,"condA","s14",1,-19.0389288914625
"1339",39,"condA","s14",1,95.5832271573866
"1340",40,"condA","s14",1,81.2707134517391
"1341",41,"condA","s14",1,-58.6261694497561
"1342",42,"condA","s14",1,-6.93469659983195
"1343",43,"condA","s14",1,-73.7159983681295
"1344",44,"condA","s14",1,145.123155730153
"1345",45,"condA","s14",1,-196.596675803634
"1346",46,"condA","s14",1,-66.4647174258876
"1347",47,"condA","s14",1,-218.095957935334
"1348",48,"condA","s14",1,-290.624755793297
"1349",49,"condA","s14",0,-178.984837524485
"1350",50,"condA","s14",1,-416.823508690993
"1351",1,"condB","s14",1,1138.80620611585
"1352",2,"condB","s14",1,1109.1903691203
"1353",3,"condB","s14",1,1217.32448921312
"1354",4,"condB","s14",1,1230.84212868113
"1355",5,"condB","s14",1,1067.35219488142
"1356",6,"condB","s14",1,1227.10340969145
"1357",7,"condB","s14",1,1239.15742286258
"1358",8,"condB","s14",1,885.827900256768
"1359",9,"condB","s14",1,1202.77362043401
"1360",10,"condB","s14",1,877.88581761254
"1361",11,"condB","s14",1,1000.64004831346
"1362",12,"condB","s14",1,927.497507574491
"1363",13,"condB","s14",1,940.479467001075
"1364",14,"condB","s14",1,771.698250822161
"1365",15,"condB","s14",1,836.508407738975
"1366",16,"condB","s14",1,983.981448080901
"1367",17,"condB","s14",1,673.679296875736
"1368",18,"condB","s14",1,822.6787671859
"1369",19,"condB","s14",1,587.844742220573
"1370",20,"condB","s14",1,531.39786543599
"1371",21,"condB","s14",1,673.818630555212
"1372",22,"condB","s14",1,643.298294050778
"1373",23,"condB","s14",1,505.853456396879
"1374",24,"condB","s14",0,567.498053455556
"1375",25,"condB","s14",0,487.68512253627
"1376",26,"condB","s14",1,698.754486429852
"1377",27,"condB","s14",1,328.25247882557
"1378",28,"condB","s14",0,478.200028037094
"1379",29,"condB","s14",1,348.360841558322
"1380",30,"condB","s14",0,291.42604614655
"1381",31,"condB","s14",1,398.703864165157
"1382",32,"condB","s14",0,177.090439162414
"1383",33,"condB","s14",1,247.139920401869
"1384",34,"condB","s14",1,161.293695922434
"1385",35,"condB","s14",1,226.864015107552
"1386",36,"condB","s14",1,211.788083953183
"1387",37,"condB","s14",1,86.9578246079972
"1388",38,"condB","s14",1,300.529943704901
"1389",39,"condB","s14",1,244.645434768952
"1390",40,"condB","s14",1,-60.9894906184128
"1391",41,"condB","s14",1,269.684915597166
"1392",42,"condB","s14",1,-77.1247702746665
"1393",43,"condB","s14",1,3.30413134370259
"1394",44,"condB","s14",1,-31.4666289072409
"1395",45,"condB","s14",1,-51.054348165764
"1396",46,"condB","s14",1,-201.539430375175
"1397",47,"condB","s14",0,-91.619646277586
"1398",48,"condB","s14",1,-8.16583319819401
"1399",49,"condB","s14",1,-290.293760891052
"1400",50,"condB","s14",1,-190.840124926114
"1401",1,"condA","s15",1,1115.76040962029
"1402",2,"condA","s15",1,1060.96107110854
"1403",3,"condA","s15",1,1175.58322715739
"1404",4,"condA","s15",1,1161.27071345174
"1405",5,"condA","s15",1,1021.37383055024
"1406",6,"condA","s15",1,1073.06530340017
"1407",7,"condA","s15",1,1006.28400163187
"1408",8,"condA","s15",1,1225.12315573015
"1409",9,"condA","s15",1,883.403324196366
"1410",10,"condA","s15",0,1013.53528257411
"1411",11,"condA","s15",1,861.904042064666
"1412",12,"condA","s15",1,789.375244206703
"1413",13,"condA","s15",1,901.015162475515
"1414",14,"condA","s15",1,663.176491309007
"1415",15,"condA","s15",1,731.565443517236
"1416",16,"condA","s15",1,688.563975945651
"1417",17,"condA","s15",1,745.643935975458
"1418",18,"condA","s15",1,771.250481380609
"1419",19,"condA","s15",1,604.629681697634
"1420",20,"condA","s15",1,773.833948624924
"1421",21,"condA","s15",0,774.321955860739
"1422",22,"condA","s15",1,452.267540651439
"1423",23,"condA","s15",1,767.014391651673
"1424",24,"condA","s15",1,455.240881992973
"1425",25,"condA","s15",1,528.02603236299
"1426",26,"condA","s15",1,466.652550012645
"1427",27,"condA","s15",1,482.536686086956
"1428",28,"condA","s15",1,314.126964673908
"1429",29,"condA","s15",1,405.243831998292
"1430",30,"condA","s15",1,533.950557835541
"1431",31,"condA","s15",1,225.406577549572
"1432",32,"condA","s15",1,340.826270654595
"1433",33,"condA","s15",1,155.760409620294
"1434",34,"condA","s15",0,100.961071108537
"1435",35,"condA","s15",1,215.583227157387
"1436",36,"condA","s15",1,201.270713451739
"1437",37,"condA","s15",0,61.3738305502439
"1438",38,"condA","s15",0,113.065303400168
"1439",39,"condA","s15",1,46.2840016318705
"1440",40,"condA","s15",1,265.123155730153
"1441",41,"condA","s15",1,-76.5966758036337
"1442",42,"condA","s15",1,53.5352825741124
"1443",43,"condA","s15",1,-98.095957935334
"1444",44,"condA","s15",1,-170.624755793297
"1445",45,"condA","s15",1,-58.9848375244847
"1446",46,"condA","s15",1,-296.823508690993
"1447",47,"condA","s15",1,-228.434556482764
"1448",48,"condA","s15",1,-271.436024054349
"1449",49,"condA","s15",1,-214.356064024542
"1450",50,"condA","s15",0,-188.74951861939
"1451",1,"condB","s15",1,1185.12920295321
"1452",2,"condB","s15",1,1374.86463307141
"1453",3,"condB","s15",1,1360.33299481607
"1454",4,"condB","s15",1,1033.84576487102
"1455",5,"condB","s15",1,1321.25528869181
"1456",6,"condB","s15",1,1017.89881186693
"1457",7,"condB","s15",1,1117.09422941238
"1458",8,"condB","s15",1,1039.60061787147
"1459",9,"condB","s15",1,1032.64776172174
"1460",10,"condB","s15",1,907.030611000816
"1461",11,"condB","s15",1,961.52135393807
"1462",12,"condB","s15",1,1116.15771572723
"1463",13,"condB","s15",1,804.639801538797
"1464",14,"condB","s15",1,940.152349548472
"1465",15,"condB","s15",1,713.396299628492
"1466",16,"condB","s15",1,647.711484505457
"1467",17,"condB","s15",1,799.510259537003
"1468",18,"condB","s15",1,753.442167463674
"1469",19,"condB","s15",1,638.572333599148
"1470",20,"condB","s15",1,705.087929180158
"1471",21,"condB","s15",0,633.025205692752
"1472",22,"condB","s15",1,843.839295012985
"1473",23,"condB","s15",1,483.914406822613
"1474",24,"condB","s15",0,612.684974126036
"1475",25,"condB","s15",1,514.422761056609
"1476",26,"condB","s15",1,353.183997874695
"1477",27,"condB","s15",1,477.513974983667
"1478",28,"condB","s15",1,263.062407114138
"1479",29,"condB","s15",1,360.600474318463
"1480",30,"condB","s15",1,309.8774904281
"1481",31,"condB","s15",1,365.256415105932
"1482",32,"condB","s15",1,359.342788131924
"1483",33,"condB","s15",1,205.481341280014
"1484",34,"condB","s15",0,369.249261536694
"1485",35,"condB","s15",1,390.120589302115
"1486",36,"condB","s15",1,68.1776163072721
"1487",37,"condB","s15",0,377.600165801768
"1488",38,"condB","s15",1,63.7110156666701
"1489",39,"condB","s15",1,133.481691810435
"1490",40,"condB","s15",1,49.8680031286064
"1491",41,"condB","s15",1,92.4744839514559
"1492",42,"condB","s15",1,-65.8172286787166
"1493",43,"condB","s15",1,4.26387557273217
"1494",44,"condB","s15",1,134.260220231993
"1495",45,"condB","s15",1,-157.008926577945
"1496",46,"condB","s15",1,-84.4232141957367
"1497",47,"condB","s15",1,-264.829909405843
"1498",48,"condB","s15",1,-252.223190369658
"1499",49,"condB","s15",1,-163.723527637968
"1500",50,"condB","s15",1,-168.409940617031
"1501",1,"condA","s16",1,1141.37383055024
"1502",2,"condA","s16",1,1193.06530340017
"1503",3,"condA","s16",1,1126.28400163187
"1504",4,"condA","s16",1,1345.12315573015
"1505",5,"condA","s16",1,1003.40332419637
"1506",6,"condA","s16",1,1133.53528257411
"1507",7,"condA","s16",0,981.904042064666
"1508",8,"condA","s16",1,909.375244206703
"1509",9,"condA","s16",1,1021.01516247552
"1510",10,"condA","s16",1,783.176491309007
"1511",11,"condA","s16",1,851.565443517236
"1512",12,"condA","s16",1,808.563975945651
"1513",13,"condA","s16",1,865.643935975458
"1514",14,"condA","s16",1,891.250481380609
"1515",15,"condA","s16",1,724.629681697634
"1516",16,"condA","s16",1,893.833948624924
"1517",17,"condA","s16",1,894.321955860739
"1518",18,"condA","s16",1,572.267540651439
"1519",19,"condA","s16",1,887.014391651673
"1520",20,"condA","s16",1,575.240881992973
"1521",21,"condA","s16",0,648.02603236299
"1522",22,"condA","s16",1,586.652550012645
"1523",23,"condA","s16",1,602.536686086956
"1524",24,"condA","s16",1,434.126964673908
"1525",25,"condA","s16",1,525.243831998292
"1526",26,"condA","s16",1,653.950557835541
"1527",27,"condA","s16",0,345.406577549572
"1528",28,"condA","s16",1,460.826270654595
"1529",29,"condA","s16",1,275.760409620294
"1530",30,"condA","s16",0,220.961071108537
"1531",31,"condA","s16",1,335.583227157387
"1532",32,"condA","s16",1,321.270713451739
"1533",33,"condA","s16",1,181.373830550244
"1534",34,"condA","s16",1,233.065303400168
"1535",35,"condA","s16",1,166.284001631871
"1536",36,"condA","s16",1,385.123155730153
"1537",37,"condA","s16",1,43.4033241963663
"1538",38,"condA","s16",0,173.535282574112
"1539",39,"condA","s16",1,21.904042064666
"1540",40,"condA","s16",1,-50.6247557932968
"1541",41,"condA","s16",1,61.0151624755153
"1542",42,"condA","s16",1,-176.823508690993
"1543",43,"condA","s16",1,-108.434556482764
"1544",44,"condA","s16",1,-151.436024054349
"1545",45,"condA","s16",1,-94.3560640245417
"1546",46,"condA","s16",1,-68.7495186193905
"1547",47,"condA","s16",1,-235.370318302366
"1548",48,"condA","s16",1,-66.1660513750761
"1549",49,"condA","s16",1,-65.6780441392608
"1550",50,"condA","s16",1,-387.732459348561
"1551",1,"condB","s16",1,1416.89761091193
"1552",2,"condB","s16",1,1127.481490864
"1553",3,"condB","s16",1,1203.77579280028
"1554",4,"condB","s16",1,1150.09072343961
"1555",5,"condB","s16",1,1181.75651677837
"1556",6,"condB","s16",0,1004.8262522921
"1557",7,"condB","s16",1,1096.35745085992
"1558",8,"condB","s16",1,1241.81227616759
"1559",9,"condB","s16",1,960.151768835919
"1560",10,"condB","s16",1,1042.00283204025
"1561",11,"condB","s16",1,818.099829211055
"1562",12,"condB","s16",1,789.893606236147
"1563",13,"condB","s16",1,872.299071242965
"1564",14,"condB","s16",0,904.517828929866
"1565",15,"condB","s16",1,713.586436965191
"1566",16,"condB","s16",1,828.443302979661
"1567",17,"condB","s16",1,731.500773038849
"1568",18,"condB","s16",1,943.864796669871
"1569",19,"condB","s16",1,633.282999581659
"1570",20,"condB","s16",1,737.577922578374
"1571",21,"condB","s16",1,547.909248162765
"1572",22,"condB","s16",1,496.162445224644
"1573",23,"condB","s16",1,622.14496108236
"1574",24,"condB","s16",1,358.01147206898
"1575",25,"condB","s16",1,449.670466688337
"1576",26,"condB","s16",1,410.811789926767
"1577",27,"condB","s16",1,455.418938969125
"1578",28,"condB","s16",1,516.599351275947
"1579",29,"condB","s16",1,333.751920521328
"1580",30,"condB","s16",1,510.786819945906
"1581",31,"condB","s16",1,513.909337221791
"1582",32,"condB","s16",1,160.034346878686
"1583",33,"condB","s16",1,520.065068647582
"1584",34,"condB","s16",1,159.643275566174
"1585",35,"condB","s16",1,254.271915756095
"1586",36,"condB","s16",1,194.212686347133
"1587",37,"condB","s16",1,186.131689186235
"1588",38,"condB","s16",1,20.7231948813684
"1589",39,"condB","s16",1,119.899765328334
"1590",40,"condB","s16",1,266.752210993174
"1591",41,"condB","s16",1,-38.7501483897894
"1592",42,"condB","s16",1,42.2287268528079
"1593",43,"condB","s16",1,-140.260200084223
"1594",44,"condB","s16",1,-167.980047871406
"1595",45,"condB","s16",1,-35.5448409320013
"1596",46,"condB","s16",1,-59.715207355841
"1597",47,"condB","s16",1,-245.471992112526
"1598",48,"condB","s16",0,-175.212551798184
"1599",49,"condB","s16",1,-189.244809987776
"1600",50,"condB","s16",1,-10.6579420035756
"1601",1,"condA","s17",1,1123.40332419637
"1602",2,"condA","s17",1,1253.53528257411
"1603",3,"condA","s17",1,1101.90404206467
"1604",4,"condA","s17",1,1029.3752442067
"1605",5,"condA","s17",1,1141.01516247552
"1606",6,"condA","s17",1,903.176491309007
"1607",7,"condA","s17",1,971.565443517236
"1608",8,"condA","s17",0,928.563975945651
"1609",9,"condA","s17",1,985.643935975458
"1610",10,"condA","s17",1,1011.25048138061
"1611",11,"condA","s17",1,844.629681697634
"1612",12,"condA","s17",1,1013.83394862492
"1613",13,"condA","s17",1,1014.32195586074
"1614",14,"condA","s17",1,692.267540651439
"1615",15,"condA","s17",1,1007.01439165167
"1616",16,"condA","s17",1,695.240881992973
"1617",17,"condA","s17",1,768.02603236299
"1618",18,"condA","s17",1,706.652550012645
"1619",19,"condA","s17",1,722.536686086956
"1620",20,"condA","s17",1,554.126964673908
"1621",21,"condA","s17",1,645.243831998292
"1622",22,"condA","s17",1,773.950557835541
"1623",23,"condA","s17",1,465.406577549572
"1624",24,"condA","s17",0,580.826270654595
"1625",25,"condA","s17",1,395.760409620294
"1626",26,"condA","s17",1,340.961071108537
"1627",27,"condA","s17",1,455.583227157387
"1628",28,"condA","s17",1,441.270713451739
"1629",29,"condA","s17",1,301.373830550244
"1630",30,"condA","s17",1,353.065303400168
"1631",31,"condA","s17",0,286.284001631871
"1632",32,"condA","s17",1,505.123155730153
"1633",33,"condA","s17",1,163.403324196366
"1634",34,"condA","s17",1,293.535282574112
"1635",35,"condA","s17",1,141.904042064666
"1636",36,"condA","s17",0,69.3752442067032
"1637",37,"condA","s17",1,181.015162475515
"1638",38,"condA","s17",1,-56.8235086909925
"1639",39,"condA","s17",1,11.5654435172357
"1640",40,"condA","s17",1,-31.4360240543487
"1641",41,"condA","s17",1,25.6439359754583
"1642",42,"condA","s17",1,51.2504813806095
"1643",43,"condA","s17",1,-115.370318302366
"1644",44,"condA","s17",1,53.8339486249239
"1645",45,"condA","s17",1,54.3219558607392
"1646",46,"condA","s17",1,-267.732459348561
"1647",47,"condA","s17",1,47.0143916516727
"1648",48,"condA","s17",1,-264.759118007027
"1649",49,"condA","s17",1,-191.97396763701
"1650",50,"condA","s17",1,-253.347449987355
"1651",1,"condB","s17",1,1276.44467046911
"1652",2,"condB","s17",1,1123.09983652493
"1653",3,"condB","s17",1,1211.53525178683
"1654",4,"condB","s17",1,1340.18831837213
"1655",5,"condB","s17",1,1005.98701454371
"1656",6,"condB","s17",1,1126.98301638711
"1657",7,"condB","s17",1,965.014927330924
"1658",8,"condB","s17",1,924.182559095631
"1659",9,"condB","s17",1,1054.01033196645
"1660",10,"condB","s17",1,987.412341293339
"1661",11,"condB","s17",0,807.351414769206
"1662",12,"condB","s17",1,924.46654071011
"1663",13,"condB","s17",0,859.144462943851
"1664",14,"condB","s17",1,1103.6047638084
"1665",15,"condB","s17",1,720.911605791209
"1666",16,"condB","s17",1,906.594259555038
"1667",17,"condB","s17",1,696.950026912257
"1668",18,"condB","s17",1,637.916274806427
"1669",19,"condB","s17",0,717.915003265828
"1670",20,"condB","s17",1,520.283626177817
"1671",21,"condB","s17",1,590.383071701737
"1672",22,"condB","s17",0,509.28188980237
"1673",23,"condB","s17",1,616.730338951397
"1674",24,"condB","s17",1,643.724221815531
"1675",25,"condB","s17",1,437.696912211175
"1676",26,"condB","s17",1,625.790130501167
"1677",27,"condB","s17",1,595.43134013681
"1678",28,"condB","s17",1,309.679292558015
"1679",29,"condB","s17",1,607.792037675187
"1680",30,"condB","s17",1,295.307088576747
"1681",31,"condB","s17",0,369.168255989404
"1682",32,"condB","s17",1,286.320344202635
"1683",33,"condB","s17",1,289.215507767246
"1684",34,"condB","s17",1,147.616824157435
"1685",35,"condB","s17",1,266.279256443364
"1686",36,"condB","s17",1,357.694365903704
"1687",37,"condB","s17",1,63.8969910693601
"1688",38,"condB","s17",1,202.542403539097
"1689",39,"condB","s17",1,-17.0251091532001
"1690",40,"condB","s17",1,-57.965602131477
"1691",41,"condB","s17",1,78.9628722029082
"1692",42,"condB","s17",1,66.0065286453556
"1693",43,"condB","s17",1,-84.4644343852105
"1694",44,"condB","s17",1,-67.9977492697819
"1695",45,"condB","s17",1,-96.1475492775764
"1696",46,"condB","s17",1,117.274432497153
"1697",47,"condB","s17",1,-236.358025564239
"1698",48,"condB","s17",1,-88.2517723966591
"1699",49,"condB","s17",1,-282.092186549192
"1700",50,"condB","s17",1,-329.528765598135
"1701",1,"condA","s18",1,1261.01516247552
"1702",2,"condA","s18",1,1023.17649130901
"1703",3,"condA","s18",1,1091.56544351724
"1704",4,"condA","s18",1,1048.56397594565
"1705",5,"condA","s18",1,1105.64393597546
"1706",6,"condA","s18",1,1131.25048138061
"1707",7,"condA","s18",0,964.629681697634
"1708",8,"condA","s18",0,1133.83394862492
"1709",9,"condA","s18",1,1134.32195586074
"1710",10,"condA","s18",1,812.267540651439
"1711",11,"condA","s18",1,1127.01439165167
"1712",12,"condA","s18",1,815.240881992973
"1713",13,"condA","s18",1,888.02603236299
"1714",14,"condA","s18",1,826.652550012645
"1715",15,"condA","s18",1,842.536686086956
"1716",16,"condA","s18",0,674.126964673908
"1717",17,"condA","s18",1,765.243831998292
"1718",18,"condA","s18",1,893.950557835541
"1719",19,"condA","s18",0,585.406577549572
"1720",20,"condA","s18",0,700.826270654595
"1721",21,"condA","s18",1,515.760409620294
"1722",22,"condA","s18",1,460.961071108537
"1723",23,"condA","s18",0,575.583227157387
"1724",24,"condA","s18",1,561.270713451739
"1725",25,"condA","s18",1,421.373830550244
"1726",26,"condA","s18",1,473.065303400168
"1727",27,"condA","s18",1,406.284001631871
"1728",28,"condA","s18",1,625.123155730153
"1729",29,"condA","s18",1,283.403324196366
"1730",30,"condA","s18",1,413.535282574112
"1731",31,"condA","s18",1,261.904042064666
"1732",32,"condA","s18",1,189.375244206703
"1733",33,"condA","s18",1,301.015162475515
"1734",34,"condA","s18",1,63.1764913090075
"1735",35,"condA","s18",1,131.565443517236
"1736",36,"condA","s18",1,88.5639759456513
"1737",37,"condA","s18",1,145.643935975458
"1738",38,"condA","s18",1,171.25048138061
"1739",39,"condA","s18",1,4.62968169763411
"1740",40,"condA","s18",1,173.833948624924
"1741",41,"condA","s18",1,174.321955860739
"1742",42,"condA","s18",1,-147.732459348561
"1743",43,"condA","s18",1,167.014391651673
"1744",44,"condA","s18",1,-144.759118007027
"1745",45,"condA","s18",0,-71.9739676370102
"1746",46,"condA","s18",1,-133.347449987355
"1747",47,"condA","s18",1,-117.463313913044
"1748",48,"condA","s18",0,-285.873035326092
"1749",49,"condA","s18",1,-194.756168001708
"1750",50,"condA","s18",1,-66.049442164459
"1751",1,"condB","s18",0,1119.23093395202
"1752",2,"condB","s18",1,1258.88553121836
"1753",3,"condB","s18",1,1082.30708852035
"1754",4,"condB","s18",1,1025.56010136346
"1755",5,"condB","s18",1,1147.93108950589
"1756",6,"condB","s18",1,1125.7014349988
"1757",7,"condB","s18",1,959.308526626366
"1758",8,"condB","s18",1,1017.87956673516
"1759",9,"condB","s18",1,998.396861899492
"1760",10,"condB","s18",1,1164.30415013768
"1761",11,"condB","s18",1,810.382090906267
"1762",12,"condB","s18",1,985.86803196841
"1763",13,"condB","s18",1,821.706673953249
"1764",14,"condB","s18",1,764.051837794162
"1765",15,"condB","s18",1,882.010221320014
"1766",16,"condB","s18",1,624.403245788007
"1767",17,"condB","s18",1,698.772971747033
"1768",18,"condB","s18",1,674.559485451978
"1769",19,"condB","s18",1,704.8276630638
"1770",20,"condB","s18",1,759.414936128217
"1771",21,"condB","s18",1,584.635823690404
"1772",22,"condB","s18",1,752.826317123142
"1773",23,"condB","s18",0,734.668189999332
"1774",24,"condB","s18",1,387.12367511586
"1775",25,"condB","s18",1,730.853914375988
"1776",26,"condB","s18",1,428.716329283478
"1777",27,"condB","s18",1,486.625877641075
"1778",28,"condB","s18",1,436.572656873765
"1779",29,"condB","s18",1,462.137902319498
"1780",30,"condB","s18",1,254.014497709793
"1781",31,"condB","s18",1,371.772771182016
"1782",32,"condB","s18",1,502.218146165519
"1783",33,"condB","s18",1,168.081171183064
"1784",34,"condB","s18",0,289.695424786229
"1785",35,"condB","s18",1,92.2185269004957
"1786",36,"condB","s18",0,61.8348733035313
"1787",37,"condB","s18",1,182.455886578576
"1788",38,"condB","s18",1,178.760747628378
"1789",39,"condB","s18",1,46.5404509406038
"1790",40,"condB","s18",1,50.6442146550322
"1791",41,"condB","s18",1,-23.4627458301572
"1792",42,"condB","s18",0,250.125333426202
"1793",43,"condB","s18",1,-115.064854768239
"1794",44,"condB","s18",1,19.4836269859349
"1795",45,"condB","s18",1,-146.824640104898
"1796",46,"condB","s18",1,-210.250794462076
"1797",47,"condB","s18",1,-110.837192167845
"1798",48,"condB","s18",1,-336.465420546708
"1799",49,"condB","s18",1,-260.291295162946
"1800",50,"condB","s18",1,-340.826131648684
"1801",1,"condA","s19",1,1225.64393597546
"1802",2,"condA","s19",1,1251.25048138061
"1803",3,"condA","s19",0,1084.62968169763
"1804",4,"condA","s19",1,1253.83394862492
"1805",5,"condA","s19",1,1254.32195586074
"1806",6,"condA","s19",1,932.267540651439
"1807",7,"condA","s19",1,1247.01439165167
"1808",8,"condA","s19",1,935.240881992973
"1809",9,"condA","s19",1,1008.02603236299
"1810",10,"condA","s19",1,946.652550012645
"1811",11,"condA","s19",1,962.536686086956
"1812",12,"condA","s19",1,794.126964673908
"1813",13,"condA","s19",1,885.243831998292
"1814",14,"condA","s19",1,1013.95055783554
"1815",15,"condA","s19",1,705.406577549572
"1816",16,"condA","s19",1,820.826270654595
"1817",17,"condA","s19",1,635.760409620294
"1818",18,"condA","s19",1,580.961071108537
"1819",19,"condA","s19",1,695.583227157387
"1820",20,"condA","s19",1,681.270713451739
"1821",21,"condA","s19",1,541.373830550244
"1822",22,"condA","s19",1,593.065303400168
"1823",23,"condA","s19",1,526.284001631871
"1824",24,"condA","s19",1,745.123155730153
"1825",25,"condA","s19",1,403.403324196366
"1826",26,"condA","s19",1,533.535282574112
"1827",27,"condA","s19",1,381.904042064666
"1828",28,"condA","s19",1,309.375244206703
"1829",29,"condA","s19",1,421.015162475515
"1830",30,"condA","s19",1,183.176491309007
"1831",31,"condA","s19",1,251.565443517236
"1832",32,"condA","s19",1,208.563975945651
"1833",33,"condA","s19",1,265.643935975458
"1834",34,"condA","s19",1,291.25048138061
"1835",35,"condA","s19",1,124.629681697634
"1836",36,"condA","s19",1,293.833948624924
"1837",37,"condA","s19",1,294.321955860739
"1838",38,"condA","s19",1,-27.7324593485608
"1839",39,"condA","s19",1,287.014391651673
"1840",40,"condA","s19",1,-24.7591180070273
"1841",41,"condA","s19",1,48.0260323629898
"1842",42,"condA","s19",1,-13.3474499873548
"1843",43,"condA","s19",1,2.53668608695571
"1844",44,"condA","s19",1,-165.873035326092
"1845",45,"condA","s19",1,-74.7561680017083
"1846",46,"condA","s19",1,53.950557835541
"1847",47,"condA","s19",1,-254.593422450428
"1848",48,"condA","s19",1,-139.173729345405
"1849",49,"condA","s19",1,-324.239590379706
"1850",50,"condA","s19",1,-379.038928891463
"1851",1,"condB","s19",1,1267.56164407648
"1852",2,"condB","s19",1,1220.69329631524
"1853",3,"condB","s19",1,1095.01884644218
"1854",4,"condB","s19",1,1146.79816764654
"1855",5,"condB","s19",1,1108.80559675574
"1856",6,"condB","s19",1,1308.99370725861
"1857",7,"condB","s19",1,997.760045135707
"1858",8,"condB","s19",0,1081.67215301246
"1859",9,"condB","s19",1,950.290471750591
"1860",10,"condB","s19",1,873.115658178014
"1861",11,"condB","s19",1,961.332574733864
"1862",12,"condB","s19",1,738.796667515612
"1863",13,"condB","s19",1,769.403555805467
"1864",14,"condB","s19",1,777.589460759472
"1865",15,"condB","s19",1,826.93786188546
"1866",16,"condB","s19",1,856.819668240484
"1867",17,"condB","s19",1,697.674971966168
"1868",18,"condB","s19",1,837.268684075098
"1869",19,"condB","s19",1,872.188532717892
"1870",20,"condB","s19",1,524.194758209153
"1871",21,"condB","s19",1,864.358242769433
"1872",22,"condB","s19",1,517.832384528957
"1873",23,"condB","s19",1,575.550213311289
"1874",24,"condB","s19",1,575.459372623729
"1875",25,"condB","s19",1,597.65723823452
"1876",26,"condB","s19",0,401.399772644419
"1877",27,"condB","s19",1,444.961151144001
"1878",28,"condB","s19",1,602.968339702514
"1879",29,"condB","s19",1,333.119312857816
"1880",30,"condB","s19",1,440.273694940522
"1881",31,"condB","s19",1,240.489702497572
"1882",32,"condB","s19",1,189.196616621506
"1883",33,"condB","s19",1,308.828278860702
"1884",34,"condB","s19",1,277.166922308683
"1885",35,"condB","s19",1,138.267345689772
"1886",36,"condB","s19",1,190.124541513644
"1887",37,"condB","s19",1,115.348443993068
"1888",38,"condB","s19",1,346.893066661351
"1889",39,"condB","s19",1,-20.5311313899034
"1890",40,"condB","s19",1,157.318914754541
"1891",41,"condB","s19",1,-9.66770422962665
"1892",42,"condB","s19",1,-99.1234826851671
"1893",43,"condB","s19",1,19.8090174560192
"1894",44,"condB","s19",1,-221.730300507759
"1895",45,"condB","s19",1,-171.905013636351
"1896",46,"condB","s19",1,-198.13067965182
"1897",47,"condB","s19",1,-148.841403543118
"1898",48,"condB","s19",1,-119.013755393048
"1899",49,"condB","s19",1,-233.575761383558
"1900",50,"condB","s19",1,-80.4106647056625
"1901",1,"condA","s20",1,1374.32195586074
"1902",2,"condA","s20",1,1052.26754065144
"1903",3,"condA","s20",1,1367.01439165167
"1904",4,"condA","s20",1,1055.24088199297
"1905",5,"condA","s20",1,1128.02603236299
"1906",6,"condA","s20",1,1066.65255001265
"1907",7,"condA","s20",1,1082.53668608696
"1908",8,"condA","s20",1,914.126964673908
"1909",9,"condA","s20",1,1005.24383199829
